"","X1","Heading","Text","Rating","Time"
"965",965,"Great phone and great camera","Love the new iPhone 11! Face recognition does not work the majority of the time, other than that the phone is awesome.",5,2020-01-17 18:20:00
"966",966,"Great phone and great battery life!","Battery life lasts all day and it is the perfect size phone!",5,2020-02-21 15:52:00
"967",967,"Iphone 4 Life","Some features are a little different since there is no home button, but it is easy to operate and the interface is quick.",5,2020-01-14 09:06:00
"968",968,"Great black froday price","Apple doesnt do very big discounts on black friday and they didnt again but overall the price was good on what is a significant upgrade from past models",5,2019-12-26 09:35:00
"969",969,"Good phone for the price","Can't say too much about the phone, since everybody knows about it.  No home button is tough to get used to.",5,2020-01-21 20:25:00
"970",970,"Great phone","My son got this for Christmas and he loves it - has a great camera and the difference from his iPhone8 were great",5,2020-01-17 16:29:00
"971",971,"It’s an iphone","Upgraded from 6s (I know, I know). It’s easy to use and excellent quality. No issues at all and transfer was extremely easy.",5,2020-01-10 17:29:00
"972",972,"Great phone","The new version has new camera options for the pocket photographer.  The Wireless charging Capability is a great feature.",5,2020-01-11 19:30:00
"973",973,"so far so good","upgraded from iPhone 6 plus.  wow. difference is amazing, especially the camera. love it. not much else to say.",5,2020-01-17 16:50:00
"974",974,"Great phone","Like the phone. Very fast, very light, good battery. Just wish it still had an option for fingerprint recognition.",5,2020-01-15 16:41:00
"975",975,"Great Phone","Upgraded from an iPhone 8.  The performance and battery life are great.  The physical increased size was a bonus as well.",5,2020-01-11 05:30:00
"976",976,"Great phone","Apple does not disappoint. I thought I’d hate Face ID but it’s actually great and works very quickly. Less typing and I love that. Camera is also awesome as per usual.",5,2019-12-13 09:47:00
"977",977,"Perfect","It’s amazing switch back to an iPhone. Long batter life as well!",5,2020-02-14 21:20:00
"978",978,"I love the phone!!","Great upgrade from an IPhone 6.  I love the picture quality!!",5,2020-02-16 07:05:00
"979",979,"Great phone","Great phone. Easy to use. Like the phone synchronizes with other apple products.",5,2020-02-02 07:39:00
"980",980,"Amazing photos with iPhone 11","Apple iPhone, what else needs to be said? Best photos I've ever seen from a phone.  Amazing quality.",5,2020-01-20 09:49:00
"981",981,"Worth the upgrade","camera is great! updated IOS works fine. previous iphone was iphone 8",5,2020-02-08 17:48:00
"982",982,"I'm still learning!","A bit of an adjustment from the 6s I previously had.  Need to learn some new tricks, but overall happy.  I also like the color,  The size is a little bigger so that is also an adjustment.  No longer fits in my cupholder in the car.  I honestly am not great with all it can do yet so my review may be premature.  But, I have always been happy with Apple purchases.",4,2019-11-24 11:14:00
"983",983,"Awesome phone!","We bought this iPhone 11 because it is so very easy to use. And it is beautiful...a work of art!!!!",5,2020-01-17 21:27:00
"984",984,"Great Phone for the price","This phone is packed with many options and a great camera. For the price you are definitely going to be satisfied with everything you can do with this phone.",5,2019-12-11 23:42:00
"985",985,"Happy with purchase","Upgraded phone for my daughter.  She loves the color.",5,2020-02-16 09:21:00
"986",986,"Nice phone","Upgraded my daughter from her iPhone 8 Plus.  Smaller phone but screen size is the same so worked out great.  Pictures seem better.  Good phone",5,2019-12-20 17:30:00
"987",987,"Excellent phone","This is the second iPhone 11 we have purchased and they are both excellent. Great battery life and great for everything you can think of doing with a smartphone.",5,2019-12-08 19:52:00
"988",988,"Great Phone","New iPhone 11 was easy transition from android.  Great features including improved camera system.",5,2020-01-17 20:19:00
"989",989,"Great upgrade to my old SE phone.","Decided to upgrade my old SE phone and this was on sale.  Transferring all my data and apps was easy and the 11 is much faster and easier to read with the larger screen.",5,2019-12-02 09:45:00
"990",990,"Great phone, easy to operate,","Love this phone, very easy to work, great purchase at Best Buy..",5,2020-02-07 17:26:00
"991",991,"Awesome camera","Highly recommend this phone. Big screen and great camera.",5,2020-02-11 23:43:00
"992",992,"Awesome phone so far!","My son loves his new phone!  Said battery lasts a lot longer and he is very happy with it! ;-)

Loves the red color!",5,2020-01-03 18:54:00
"993",993,"Love it!","My teenager loves this phone! The lavender color is so pretty! Not her first iPhone but it's now her favorite.",5,2020-01-06 07:57:00
"994",994,"love my new phone","love this phone!!! I love the color and got a case to match",5,2020-02-08 16:52:00
"995",995,"Great phone","Great phone! I just upgraded from the iPhone 7!!! (Much needed) and the camera is beautiful and clear.",5,2020-01-10 15:50:00
"996",996,"Love it!!!","This is my first smart phone and it is everything I hoped it would be. Easy to use to make calls, check emails, take photos and more. I love it.",5,2019-12-13 17:19:00
"997",997,"Great Phone!","Bought this phone for my soon to be 13 year old son. I own an Apple IPhone XR but he had to have the 11. I would have loved to get myself the 11 pro because of the camera but wasn’t worth it to me to spend and extra $300 for the camera for him.",4,2020-01-03 15:24:00
"998",998,"Fabulous phone & camera","Easy to adjust to the iPhone 11, love all the features and the camera is amazing!
Very happy with my purchase!",5,2020-01-03 22:02:00
"999",999,"Great camera","Best Buy staff was awesome and made my experience quick and painless",5,2020-01-31 16:48:00
"1000",1000,"Excellent phone","Excellent phone.Traded in my wife’s iPhone 7 Plus and could not be happier. No learning curve, great camera and love the facial recognition. Highly recommend",5,2019-12-01 12:37:00
"1001",1001,"Nice improved camera","Great phone and a nice improvement from the previous version.",5,2020-02-03 10:53:00
"1002",1002,"Better then 10R","My son loves it wide angle lens is great face time seems faster battery life is good",5,2020-01-17 23:04:00
"1003",1003,"Excellent","Love the new iPhone 11 very easy to use. Great buy!!",5,2020-02-07 17:24:00
"1004",1004,"great phone, great camera","we went from iPhone 5c, so this is a total upgrade for us!
Merry Christmas to us!!",5,2020-01-16 10:14:00
"1005",1005,"Great phone","I love my new phone, it is much easier to use than I thought it would be. The staff was very helpful.",5,2020-01-02 13:25:00
"1006",1006,"Great phone and much better camera","Very happy with the new iPhone 11 after upgrading from iPhone 7. Best Buy service was high quality as well.",5,2019-12-28 20:31:00
"1007",1007,"Love","Upgrades to this from an iPhone 8. Nothing to complain about right now. Love the new security features and cameras!",5,2019-12-23 08:10:00
"1008",1008,"Great phone","Great upgrade from my iPhone 7. 
It is easy to use and takes great pictures.",5,2020-01-18 09:00:00
"1009",1009,"Good Phone Choice","Phone is easy to use and responds quickly. Like facial recognition. Good screen size.",5,2020-01-11 15:09:00
"1010",1010,"Great camera","I upgraded from the iPhone 6. Couldn’t be happier. Super fast. Great camera. Love it!!",5,2020-01-10 21:24:00
"1011",1011,"Great","I’m a big iPhone fan, I love this iPhone so much. The camera is really cool.",5,2020-01-17 17:17:00
"1012",1012,"Phone for daughter","This is our daughters first new cell phone. She’s had only hand me downs but finally we decided to get her a new phone. The camera and features are nice.",5,2019-11-24 17:44:00
"1013",1013,"great phone!","perfect size, love its camera. I think will keep this one for longer!",5,2020-01-21 12:44:00
"1014",1014,"camera is excellant","much more storage space than I was expecting
Camera is excellant",5,2020-01-24 16:29:00
"1015",1015,"Love this phone!","Love the updates of the iPhone 11, especially the camera quality and screen clarity.",5,2020-01-10 17:07:00
"1016",1016,"Purple iPhone 11","I have only had the new phone a few weeks.  Really like the face ID and the updated camera works well.  Would be happier if price the phones point was lower.",4,2019-12-09 12:38:00
"1017",1017,"Great device","Great device and lots of features amazing camera and nice size",5,2020-01-24 19:19:00
"1018",1018,"Exactly what my daughter wanted","The phone is great as expected, the only problem was that it was a birthday gift and Verizon sent my daughter a text message congratulating her on her new phone 3 days before I planned to give it to her.  Was kind of a bummer.",4,2019-12-27 15:57:00
"1019",1019,"Great phone","I do like my new IPhone.  Looks good and the dual cameras on this phone do help with taking quality pictures!",5,2019-12-20 20:53:00
"1020",1020,"For son","Got phone for 15 year old. He loves it. And the new camera is awesome.",5,2020-01-17 06:33:00
"1021",1021,"Awesome Phone","The latest specs are what makes this phone worth it. Great camera, fast processor and reliable os.",5,2019-12-27 17:18:00
"1022",1022,"Great phone and camera!","iPhone never disappoints! I have had an iPhone since it was first released and will continue to upgrade.",5,2019-12-20 17:15:00
"1023",1023,"Best iPhone so far!!!","This iPhone is excellent in every way....clarity..size..ease of use..etc!!",5,2020-01-10 16:14:00
"1024",1024,"Great camera","Purchased for my granddaughter she loves it. Quality is very good.",5,2020-01-15 22:39:00
"1025",1025,"Great new camera features","Been using iPhones since the iPhone 5 and they just keep getting better.",5,2020-01-10 16:15:00
"1026",1026,"Great phone!","Upgraded from an iphone 7 and huge differences. The camera is great! The display is leaps above what i was experiencing.",5,2019-12-06 16:22:00
"1027",1027,"Best upgrade so far coming from the iPhone 7 Plus","Totally loves the camera and speed . Our salesperson was very informative and patient at time of sale .I will return for the next upgrade no doubt .",5,2019-11-15 20:48:00
"1028",1028,"Love it!","The best of iPhone! Great camera, latest and greatest Apple technology.",5,2020-01-10 19:25:00
"1029",1029,"Great phone!","Got this phone for my mom and she loves it. The camera is amazing and its very fast. The only downside is that I can't believe that apple still only puts 64GB on their phones with no expandable options so i ended up needing to upgrading her iCloud storage.",4,2019-12-05 20:35:00
"1030",1030,"Love the iPhone 11","Upgraded my iPhone 7 to the 11.  Love the improved camera",5,2020-01-19 19:34:00
"1031",1031,"Very nice phone","Daughter needed a new phone battery life is excellent what we were looking for",5,2020-01-03 23:26:00
"1032",1032,"Great phone","Very easy phone to use even for beginners. Love the color.",5,2020-01-18 11:10:00
"1033",1033,"Great phone","Excellent phone. Fast and terrific screen with brilliant colors. Phone takes great pictures. This is the best iPhone I have ever had.",5,2019-11-22 15:17:00
"1034",1034,"Good Phone","My daughter loves the phone, especially the color. Sales associate was wonderful, went above and went helping us.",5,2019-12-07 10:41:00
"1035",1035,"Perfect size of a phone! Not to big or small!","Very good camera quality. Love how light it feels when holding it.",5,2020-01-11 02:27:00
"1036",1036,"Great phone","Purchases for my daughter and she loves it - great camera",5,2020-01-17 16:24:00
"1037",1037,"Love it","They made it easy to purchase and set it up. The phone has a good camera.",5,2020-01-05 13:05:00
"1038",1038,"I like the size and ease of use","A better size than the options that were available with the 8 plus. Not to big in tour hand or pocket. And the screen is bigger without the home button. Easy to get used to using by the way.",4,2020-01-03 17:21:00
"1039",1039,"iPhones are the best","Amazing what all this phone can do!  Pictures are great quality",5,2020-01-12 11:16:00
"1040",1040,"Love this phone!!","I got this for my daughter for christmas! She loves it and it is her Favorite color!",5,2019-12-27 16:56:00
"1041",1041,"Love the newest technology!","Sleek and love the additional memory.  Camera is great!",5,2020-01-17 17:59:00
"1042",1042,"Great","Great product , easy to use .
Didn’t have my first color choice In stockz",5,2020-01-03 23:16:00
"1043",1043,"Great camera for beginners!","I haven't finished using all the components of this phone I will assess it later.",5,2019-12-28 09:30:00
"1044",1044,"Great Phone","Awesome deals on the iPhone 11 right now.  I love the newer colors.  My daughter does too.",5,2019-12-20 22:25:00
"1045",1045,"Love the big screen and camera","Overall I am enjoying the big screen and upgraded camera.  The larger size is nice when using the phone but it doesn't fit in all the places I used to put my old phone.",4,2020-01-12 07:47:00
"1046",1046,"Great phone.","Beautiful screen and super fast performance. Also love the red color.",5,2020-01-04 09:09:00
"1047",1047,"Great phone and unreal camera","The Best Buy camera geeks are fantastic.  They make the whole process easy and the phone is working great.",5,2019-12-06 17:32:00
"1048",1048,"Love it!","Love the size. Battery life is amazing!  Great phone.",5,2020-01-15 16:53:00
"1049",1049,"Battery is finally great!","Better battery has been something I've wanted from an iphone for years! Finally, it's here!",5,2019-12-17 18:45:00
"1050",1050,"Great iPhone","I bought this iPhone for my daughter's birthday and she loved it. Great phone and easy to use.",5,2019-12-13 16:31:00
"1051",1051,"The best","This is a super fast phone! I love the red color! It looks sharp!",5,2020-01-04 19:22:00
"1052",1052,"New phone for Dad","Purchased the 11.  Like the 2 cameras and may want to upgrade too.",5,2020-01-03 16:36:00
"1053",1053,"Phone is so fast! Takes great photos!","Great phone. Takes great photos. iPhone products tend to be over prices",5,2019-12-30 17:54:00
"1054",1054,"Had some issues","Had some issues come up with connecting to Bluetooth and making outgoing calls but seem to have worked it out after a few different resets",4,2020-01-24 15:29:00
"1055",1055,"Great!","Very good. Easy to navigate. Like the size. Great color.",5,2020-01-10 16:29:00
"1056",1056,"durable and looks great!","I had the XR before this and wouldn't recommend upgrading if you're paying full price. the camera features are nice to have and better waterproofing is great.",5,2019-10-23 11:31:00
"1057",1057,"Nice camera","Matches reviews posted on cnet. Smaller than other phones.",5,2020-01-08 09:58:00
"1058",1058,"Phone I've been dreaming of","All my research paid off!  Love my new iPhone!  Love the camera features!",5,2019-12-27 18:02:00
"1059",1059,"iPhone 11 better than the x","Great to get this on sale. Best value for the better camera and batt life.",5,2019-12-26 21:16:00
"1060",1060,"Great camera","Always impressed with the quality and ecosystem Apple delivers.",5,2020-01-03 18:06:00
"1061",1061,"Great phone","Love the screen resolution and size. The camera is a great improvement over the 7 plus I replaced. Excellent battery life.",4,2020-01-31 15:25:00
"1062",1062,"Great camera !","Love the phone & the camera also phone is veryyyy loud.",5,2020-01-09 16:01:00
"1063",1063,"Nice Upgrade","Really enjoying the upgrade from my iPhone 6. The battery is so much better. I only have to charge once a day instead of several times. Also it is so much faster.  Although there were several colors to pick from, I wish there was a gold color like the iPhone 6.",4,2019-11-15 19:16:00
"1064",1064,"Great phone","Updated my previous iphone 7 with this 11.  So far so good.  Only issue I am having is trying to get my other phone to hotspot to it, but it's probably user error.  I have taken a few pictures and they look great.",4,2019-12-10 16:43:00
"1065",1065,"Easy to use","Screen was larger than my last phone but the phone itself was smaller",5,2019-12-27 15:50:00
"1066",1066,"Great phone at a good price point","As with all Apple products, set up was painless.  Phone is much faster than my iPhone 8.  Love the face detection and new camera features.  Other than that, it's just an Apple iPhone.",5,2019-09-27 15:18:00
"1067",1067,"worth it for the camera","upgraded from iphone 6... huge jump, definitely recommend.",5,2020-01-04 08:30:00
"1068",1068,"Iphone 11","Bought for my daughter and she loves it!
The camera option she loves and loves to facetime.  The phone itself is ""cool""


Love the fact that I can track her too :))",5,2019-10-11 19:22:00
"1069",1069,"Good solid phone","Always impressed with Apple products. Easy to use and sleek design",5,2019-12-27 15:50:00
"1070",1070,"Love this phone!","Love the features of camera! Getting used to not having a home button to use! Great product!",5,2019-12-06 15:24:00
"1071",1071,"great handset","fast processor, responsive OS, and nice camera. A little bulky compared to old iphone 8.",5,2019-12-09 10:39:00
"1072",1072,"Great","Good and high quality long battery life and big display",5,2020-01-03 16:24:00
"1073",1073,"Great camera","So far my son loves it, takes a minute to get use to the swipes",5,2019-12-28 06:50:00
"1074",1074,"Great customer service","Great phone and customer service. Easy to use and many features",5,2019-12-27 21:18:00
"1075",1075,"Good camera!","I like this phone..Didn't get the best  iPhone 11.  I felt this one had everything I needed. And it does..",5,2019-11-22 20:38:00
"1076",1076,"So far so good","So far everything is good with the phone. I love the color.",5,2019-12-30 14:38:00
"1077",1077,"Nice big screen!","The size of this iphone is great! The screen is so big! I love the shade of purple. It really stands out!",5,2019-11-22 15:48:00
"1078",1078,"Love the phone","Love this new phone because of the storage it has! Also a great camera",5,2019-12-20 20:36:00
"1079",1079,"Amazing photo's for beginners!","It is everything you would need in a phone! Very convenient.",5,2019-12-28 13:51:00
"1080",1080,"Quite a step up from my old iphone","Trouble getting used to the no home button, but overall its great.",5,2019-12-23 17:17:00
"1081",1081,"Great phone. Great photos","Best Buy is the best for helping with your new phone",5,2020-01-03 17:03:00
"1082",1082,"I am happy to use it.","Design, Color, and Function... This phone is excellent. I am glad to meet it.",5,2019-12-13 16:50:00
"1083",1083,"LOVE IT!","SO thrilled with the new IPhone 11.  The camera is amazing!",5,2019-12-27 20:33:00
"1084",1084,"Great camera","Love the camera quality and that’s it’s wireless charging!",5,2019-12-28 11:15:00
"1085",1085,"Excellent Camera","This iPhone 11 has one of the best cameras I used on a smart phone.",5,2019-12-20 20:23:00
"1086",1086,"Great phone, fun color","We always try to stay current with our iPhones so the new iPhone 11 was a no-brainer for us. Lots of new features that I'm still learning about.",5,2019-10-18 15:16:00
"1087",1087,"My Christmas Present","This phone is terrific especially the camera.  A great investment.",5,2019-12-20 15:57:00
"1088",1088,"Great camera!","Best Buy employees always work hard to make sure I am satisfied.",5,2019-12-21 17:26:00
"1089",1089,"Great camera and phone","It takes a little to get use to with the new facial recognition.",5,2019-12-20 16:55:00
"1090",1090,"Great phone!","I love the phone! It is easy to use and of great quality.",5,2019-12-26 08:27:00
"1091",1091,"Excellent phone!!","Wireless charging and a better camera! Plus face id
Works excellent!",5,2019-12-16 15:23:00
"1092",1092,"Pleased with phone","So far, I am liking this phone.  The camera seems very good.  I cannot figure out how to delete the email trash though. Very much appreciated Best Buy’s Jonathan doing transfer from my old phone.  Liked the sale and the trade in.",4,2019-11-17 16:44:00
"1093",1093,"Amazing!","Great phone, great value. Purple color is beautiful.",5,2019-12-27 16:45:00
"1094",1094,"Purchased for Grand Daughter","Easy to use and my Grand Daughter loves it. I recommend to others.",5,2019-12-15 09:42:00
"1095",1095,"great phone","as expected the new iphone is great.  fast, clear, camera is amazing",5,2019-12-13 15:50:00
"1096",1096,"It's Apple","Purchase this for my daughter who loves apple products. Camera has improved immensely as well as video recording. She loves the phone and the UI experience.",4,2019-12-27 17:58:00
"1097",1097,"Great phone","This is the best upgrade ever! This is easy to use and has lots of features.",5,2019-12-06 18:00:00
"1098",1098,"Fast speed","I really like the camera and the speed of the phone",5,2019-12-27 17:10:00
"1099",1099,"Love this new phone!!!","I upgraded my iPhone 8 with no regrets!  The camera quality is so amazing!!!",5,2019-12-06 17:38:00
"1100",1100,"Wife is Happy","I’m happy! Solid phone for the right price. She’s thrilled with the camera.",5,2019-12-06 15:21:00
"1101",1101,"Awesome! Just awesome!","Best camera. Lots of good features. The swiping takes some getting use to but it is a great phone.",5,2019-11-16 11:05:00
"1102",1102,"Awesome!","Awesome!
Personnel at the store were extremely helpful in setting the phone up
Easy to use",5,2019-11-22 15:29:00
"1103",1103,"Love the Red color","My iphone 11 is super fast and well built.  Im very happy with this phone",5,2019-12-06 16:38:00
"1104",1104,"Good so far","Still a really good camera even though it’s not the pro.",5,2019-12-20 15:28:00
"1105",1105,"Very nice phone.","So far my daughter is very happy with this phone. Great color.",5,2019-12-15 11:44:00
"1106",1106,"Love the color, function and wireless charging!","Great phone, nice upgrade from iPhone 7! Highly recommend!!!",5,2019-12-16 09:59:00
"1107",1107,"Great phone","The iPhone 11 is great and love the color.  Takes great pictures.",5,2019-12-11 10:44:00
"1108",1108,"My daughter loves her iphone 11","Another great product from apple. The cameras are awesome!",5,2019-12-16 07:03:00
"1109",1109,"This phone works great","It works great, the speed is awesome. The battery holds well",5,2019-12-13 20:28:00
"1110",1110,"iPhone 11","It’s an iPhone with a great camera. Need I say more!",5,2019-12-20 17:07:00
"1111",1111,"Great phone!!","Great phone love the color!!! Super fast by far the beat iphone",5,2019-12-10 16:45:00
"1112",1112,"love it.","nice up grade from Apple 7 . great pictures. Hope our son is happy.",5,2019-12-06 23:00:00
"1113",1113,"New iPhone very creative","I was thrilled by the picture quality special apps. Have gone on 4 day trips already. Love it. I would recommend this equipment to everyone",5,2019-10-04 16:54:00
"1114",1114,"Awesome product","Great! Functional, perfect size! Camera is awesome!",5,2019-12-20 17:05:00
"1115",1115,"It’s a nice phone","Was in need of a new one. Camera is great and phone is quality",4,2020-02-16 12:29:00
"1116",1116,"nice cellphone","takes amazing photos - the phone is a bit on the heavy side",5,2019-12-13 15:20:00
"1117",1117,"Great camera for beginners!","Great baseline phone for the price, camera is good quality",5,2019-12-13 16:32:00
"1118",1118,"Everything You’d Expect from iPhone","Super easy setup, superior functionality, awesome camera.",5,2019-12-14 11:05:00
"1119",1119,"My daughter loves it","The phone is awesome and my daughter really likes the color.",5,2019-12-11 10:43:00
"1120",1120,"Love it","Excellent camera. Good features. Use verizon so good connectivity",5,2019-12-06 17:04:00
"1121",1121,"iPhone 11","Very happy with an updated iPhone. Easy to use the new features.",5,2019-12-06 16:50:00
"1122",1122,"Love it","Easy to do the transfer of apps and pictures.  Love the upgrade",5,2019-12-06 15:28:00
"1123",1123,"More features but still easy to use","This phone is packed with features, but still remains incredibly easy to use.",5,2019-11-22 23:06:00
"1124",1124,"Love it","Awesome phone very Dope I recommend it and the color is cool",5,2019-12-06 23:08:00
"1125",1125,"Incredible camera.","My son made me switch to this phone and I love it!!!",5,2019-12-13 15:57:00
"1126",1126,"iPhone 11","Great phone and excellent camera.  The phone does get a little hot when I use it too much so I am a little worried about the battery.",4,2019-12-27 18:18:00
"1127",1127,"Would buy again","Love the new purple silver color! The phone works great .",5,2019-12-06 17:17:00
"1128",1128,"Excellent phone","The new iPhone is easier to use and takes great pictures",5,2019-12-07 14:44:00
"1129",1129,"great phone","THis is the best iPhone yet.  easy to use.  would recommend",5,2019-12-04 14:32:00
"1130",1130,"Great phone","New iPhone a lot easier to use. I like the new updates and changes they made.",5,2019-11-15 19:54:00
"1131",1131,"Favorite IPhone yet!","Love my new IPhone 11. The set up was easy and the camera is amazing!",5,2019-11-22 15:52:00
"1132",1132,"Great I-phone & not complicated for a 71 year old","The service was excellent which made my purchase easy",5,2019-12-07 02:53:00
"1133",1133,"Great gift idea for mom!","Phone is very pretty and powerful. Amazing camera.",5,2019-12-07 08:47:00
"1134",1134,"Great phone","I love all the new features of this phone and it’s operating system is very easy to use",5,2019-11-02 19:17:00
"1135",1135,"Camera is so nice","Love my 11 it’s so easy to set up at Best Buy best phone yet",5,2019-11-26 16:17:00
"1136",1136,"It was time !!","I stepped up from my iphone6s. Loving the camera and the full screen!!",5,2019-11-15 15:35:00
"1137",1137,"Nice product","I love this product. It is fast, camera range is great",5,2019-11-29 03:04:00
"1138",1138,"Love the iPhone!!","Loving it so far, better battery life and quicker processor",5,2019-11-22 18:55:00
"1139",1139,"Daughter loves it","Good iPhone for the price. Easy to use and takes great pictures.",5,2019-11-15 15:24:00
"1140",1140,"Phone quality","Great phone, amazing camera good zoom great sound quality",5,2019-11-22 00:43:00
"1141",1141,"Extreme problems encountered.","1. Phone Call ringer and alarm ringer cut waaayyyyyy back in volume or stop ringing after only a few seconds. Both ringers are useless. Unanswered phone call should ring at set volume level for one minute. Alarm ringer should ring at set volume level for fifteen minutes. 

2. Quick shortcut to open Kindle reader opens up a different app. Quick shortcut is useless. Can only open up Kindle reader from its own app icon.",1,2019-12-14 09:54:00
"1142",1142,"Blown away.","This is the best iPhone yet. The camera is awesome and the storage is huge. (256gb) Super impresses!",5,2019-10-04 20:10:00
"1143",1143,"Pretty good phone.","Pretty decent phone.  Fast and isn’t too big or bulky. Not really any new changes other than better battery life.",4,2019-12-20 15:27:00
"1144",1144,"Enjoy the photos “for you”  feature.","I’ve owned the phone for a week and am still learning about all its capabilities.",5,2019-10-18 15:14:00
"1145",1145,"Great","Nice phone for camera and great features. Enjoying my phone.",5,2019-11-04 16:55:00
"1146",1146,"Great Phone at a great price!","This phone is super fast and takes amazing pictures. I couldn’t be happier with my choice.",5,2019-09-28 10:19:00
"1147",1147,"Great features","Great product. Easy to use and fun.  Large screen easy to see",5,2019-10-26 06:47:00
"1148",1148,"Nice phone.","Bought this for my wife and she loves it. It has a nice camera.",4,2020-01-11 04:19:00
"1149",1149,"Good","User friendly, price should be less than $500. Too big",4,2020-01-17 19:56:00
"1150",1150,"Great Camera and processor!","Definitely would recommend, not as good battery life as expected but it does last about a day. Great size too",4,2019-12-06 15:24:00
"1151",1151,"Great phone","I love my new iPhone 11! Still learning all the great features!! Great camera",5,2019-09-29 11:08:00
"1152",1152,"Cool camera","I don’t see much difference from my dream except the camera.",4,2020-01-07 15:16:00
"1153",1153,"Great phone wonderful pictures","Good phone for the price. Picture quality has been great",5,2019-10-18 16:39:00
"1154",1154,"Good camera quality.","This is good uplift from my previous 6s phone.
Big screen with high resolution.",4,2019-12-20 16:55:00
"1155",1155,"Excellent picture quality","Love this new phone .it has what i was looking for.",5,2019-10-20 09:49:00
"1156",1156,"Love the colors","I love that the iPhone finally comes in purple it was so easy to order;););)",5,2019-09-20 17:40:00
"1157",1157,"Great camera for beginners","This phone has a good amount of storage. Most of the features of the Max and Pro are on this phone at a much lower price!",4,2019-11-15 19:27:00
"1158",1158,"Great phone","Great phone with a great camera. Worth the couple dollars extra a month to get it rather than getting the XR.",4,2019-11-22 16:36:00
"1159",1159,"Very cute and lightweight!","I really like that this iPhone comes in so many colors and it’s just very cute!",4,2019-12-13 10:35:00
"1160",1160,"Great cellphone","Very happy with this model of Apple IPhone! Camera is great!",4,2019-12-27 19:54:00
"1161",1161,"Apple iPhone 11","Great phone at a great price (for apple) on black Friday.",4,2019-12-26 20:35:00
"1162",1162,"Ease of use","Like it's smooth design, able to put pop socket on",4,2019-12-30 08:22:00
"1163",1163,"Great first i-phone experience so far.","Great camera with a portrait feature. yet to explore so many other features.",4,2019-12-06 17:26:00
"1164",1164,"Easy learning curve - nice camera features","Nice camera features like wide angle and night vision and telephoto  easy learning curve",4,2019-11-23 20:51:00
"1165",1165,"Great phone","I love the new colors. I bought the purple one. Very nice",4,2019-12-15 17:53:00
"1166",1166,"great iphone for price","love my new iPhone the camera is great, screen is really clear",4,2019-12-08 08:36:00
"1167",1167,"Great camera","Just got this after having an se for years so far so good",4,2019-12-06 16:20:00
"1168",1168,"Simple phone","This is a nice phone small, simple durable. Has alot of new features",4,2019-11-15 21:29:00
"1169",1169,"It takes great pictures","The features that it offer are great. The battery last long but will see through out time.",4,2019-10-18 16:12:00
"1170",1170,"Everything is great, but the screen is average.","Just as good as the pro model. great camera, great specs, worth the investment.",4,2019-10-21 08:50:00
"1171",1171,"Love the quality of the pictures","Like always, the sales staff and quality of merchandise is exceptional.",4,2019-10-04 16:48:00
"1172",1172,"It's fine.","The camera is definitely great, but I'm used to android phones, iPhone is hard to use compared to android phone.",3,2020-01-11 20:42:00
"1173",1173,"Like new swipe text","The swipe text feature of the phone is super easy to use.   No wonder all my android friends love it",3,2019-10-04 15:47:00
"1174",1174,"most expensive paper weight I have ever bought!","After over 15 years with apple this device has forever put a bad taste in my mouth about ever doing business with them ever again!
I bought my phone on release day and just 16 days later it started randomly showing a blank screen with only a apple log and it would do this for hours the first time it did this I was actually downtown New Orleans with my small children and it made it to where we literally ended up completely lost and in the ghetto we couldn't call for help even if we wanted to which put me and my kids lives in danger which isn't acceptable! I also work solely from my phone and because of this I have lost contracts as well as not been able to go to work when bringing this up to an apple supervisor I was told me saying  that this phone has caused huge issues including putting my kids and I in a dangerous situations and putting my lively hood in danger was offensive to her and that maybe I should travel with a map and find a different job and then she Hung up on me!!",1,2019-10-06 20:37:00
"1175",1175,"Absolutely love it!","I love my red Iphone 11. It works great and haven't have a problem with it.",5,2019-12-06 15:31:00
"1176",1176,"Order cancelled!","I ordered 2 iphone 11s on cyber Monday when many companies offered an excellent discount. Phones were not available and I received messages that they were on backorder. The next day I received an email that my order would be cancelled if not fulfilled by Jan 3. Two days later I received an email that my order was cancelled. I lost out",1,2019-12-27 17:48:00
"1177",1177,"Buyer Beware","Multiple hardware and software issues; one of the major issues is echoing and feedback that callers hear on their end when I use speakerphone, facetime or bluetooth.  

Apple replaced it once and the replacement has the same issues.  Several trips to genius bar and multiple phone conversations with tech support just to find out that the replacement needs to replaced.  So this phone is great for pictures, just not for making phone calls!

I've saved money for a year to upgrade to iphone 11 and now I am back to using my 6s. 

Others are having the same issue and more information can be found on apple forums at the link below, however apple doesn't seem to want to address the problem.

https://discussions.apple.com/thread/250734445?page=1",1,2019-11-29 16:05:00
"1178",1178,"Disappointed in iPhone 11.","Definitely not happy! Volume control difficult. Bell shuts off too easily. AND it gets hot.",1,2019-12-28 08:54:00
"1179",1179,"Dead on Arrival","The color was amazing, but I had to return it because the phone wouldn't power on.",1,2019-12-28 11:04:00
"1180",1,"Love it!","I’ve had it for 2 days, but easy adjustment. I like that it’s slightly bigger, yet not too big. Love the night mode on the camera and the new purple color (although I wish it was a little darker). I also Really Love that there’s an option to have numbers that are Not in your contacts, that you’re not familiar with Not Ring At All. They will go straight to voicemail. If they leave a message you can decide if it’s important or not! Especially great for my mother who was Scammed out of money!",5,2019-09-23 00:16:00
